NRO_FACT,COD_PROD,DESC_PROD,CANTIDAD,FECHA_FACT,PRECIO_UNIT,COD_CLIENTE,DISTRITO
536373,BLSI1,SACHA INCHI,6,7/09/2019,10,17850,LINCE
536374,BLSI1,SACHA INCHI,32,2/04/2018,10,15100,LINCE
536375,BLSI1,SACHA INCHI,6,19/10/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,16/06/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,8,14/06/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,4/06/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,7/12/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,17/09/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,2/11/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,3/06/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,2,10/08/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,4,17/04/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,3/06/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,18/12/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,31/12/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,4/12/2019,10,17850,LINCE
536375,BLSI1,SACHA INCHI,2,25/05/2018,10,17850,LINCE
536375,BLSI1,SACHA INCHI,6,1/05/2019,10,17850,LINCE
536376,BLSI1,SACHA INCHI,48,25/04/2018,10,15291,LINCE
536376,BLSI1,SACHA INCHI,64,24/05/2018,10,15291,LINCE
536377,BLSI1,SACHA INCHI,6,1/07/2018,10,17850,LINCE
536377,BLSI1,SACHA INCHI,6,29/10/2018,10,17850,LINCE
536378,BLSI1,SACHA INCHI,10,19/10/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,10,28/04/2019,10,14688,LINCE
536378,BLSI1,SACHA INCHI,10,12/05/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,10,9/07/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,12,26/09/2019,10,14688,LINCE
536378,BLSI1,SACHA INCHI,6,22/12/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,12,4/06/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,10,6/12/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,6,24/07/2018,10,14688,LINCE
536378,BLSI1,SACHA INCHI,6,4/05/2019,10,14688,LINCE
536378,BLSV1,SNEAKER VEGANO,120,6/07/2019,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,24,3/08/2018,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,24,3/08/2019,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,24,1/12/2019,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,6,4/04/2018,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,48,9/11/2019,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,96,18/03/2019,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,10,24/06/2018,4,14688,SAN BORJA
536378,BLSV1,SNEAKER VEGANO,10,10/04/2019,4,14688,SAN BORJA
536380,BLSV1,SNEAKER VEGANO,24,25/01/2019,4,17809,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,23,17/02/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,5,13/08/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,10,8/02/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,2,10/04/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,6,21/10/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,24,26/06/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,24,3/09/2019,4,15311,SAN BORJA
536381,BLSV1,SNEAKER VEGANO,1,5/01/2018,4,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,1,16/11/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,1,21/03/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,10,3/04/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,3,19/02/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,1,9/04/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,2,27/10/2018,10,15311,SAN BORJA
536381,BLCC1,CAMU CAMU,1,13/03/2018,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,1,13/07/2019,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,4,15/03/2018,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,1,9/04/2018,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,6,28/02/2018,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,3,6/03/2019,10,15311,SAN BORJA
536381,BLSI1,SACHA INCHI,2,29/05/2019,10,15311,SAN BORJA
536381,BLMA1,MIEL DE AVEJA,1,23/10/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,1,21/02/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,1,5/01/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,1,5/03/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,2,20/04/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,2,24/07/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,2,13/04/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,4,27/01/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,1,25/12/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,1,31/08/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,2,21/12/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,3,16/02/2019,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,36,17/11/2018,8,15311,JESUS MARIA
536381,BLMA1,MIEL DE AVEJA,10,27/03/2018,8,15311,JESUS MARIA
C536379,BLMA1,MIEL DE AVEJA,-1,28/12/2019,8,14527,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,12,5/01/2019,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,8,4/05/2019,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,12,25/01/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,10,4/07/2019,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,10,19/01/2019,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,50,5/07/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,8,24/03/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,4,19/05/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,12,2/12/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,2,27/12/2018,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,2,19/08/2019,8,16098,JESUS MARIA
536382,BLMA1,MIEL DE AVEJA,4,21/07/2018,8,16098,JESUS MARIA
C536383,BLMA1,MIEL DE AVEJA,-1,28/09/2019,8,15311,JESUS MARIA
536384,BLMA1,MIEL DE AVEJA,3,25/06/2019,8,18074,JESUS MARIA
536384,BLMA1,MIEL DE AVEJA,48,11/03/2018,8,18074,JESUS MARIA
536384,BLAI1,ARROZ INTEGRAL,12,26/07/2019,6,18074,BARRANCO
536384,BLAI1,ARROZ INTEGRAL,6,29/07/2018,6,18074,BARRANCO
536384,BLAI1,ARROZ INTEGRAL,12,5/02/2018,6,18074,BARRANCO
536384,BLAI1,ARROZ INTEGRAL,40,19/01/2019,6,18074,BARRANCO
536384,BLMF1,MIX FRUTOS,40,27/12/2019,3,18074,SAN JUAN DE MIRAFLORES
536384,BLAI1,ARROZ INTEGRAL,6,21/12/2018,6,18074,SAN JUAN DE MIRAFLORES
536384,BLAI1,ARROZ INTEGRAL,2,29/11/2019,6,18074,SAN JUAN DE MIRAFLORES
536384,BLAI1,ARROZ INTEGRAL,4,17/01/2019,6,18074,SAN JUAN DE MIRAFLORES
536384,BLMF1,MIX FRUTOS,3,23/07/2018,3,18074,SURQUILLO
536384,BLMF1,MIX FRUTOS,6,9/04/2018,3,18074,SURQUILLO
536384,BLMF1,MIX FRUTOS,8,6/09/2019,3,18074,SURQUILLO
536385,BLMF1,MIX FRUTOS,1,6/09/2019,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,12,28/03/2019,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,6,23/04/2019,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,10,13/03/2018,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,12,8/10/2018,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,2,19/03/2019,3,17420,SURQUILLO
536385,BLMF1,MIX FRUTOS,10,27/05/2019,3,17420,SURQUILLO
536386,BLMF1,MIX FRUTOS,36,3/08/2018,3,16029,SURQUILLO
536386,BLMF1,MIX FRUTOS,100,8/05/2019,3,16029,SURQUILLO
536386,BLMF1,MIX FRUTOS,100,13/10/2019,3,16029,SURQUILLO
536387,BLMF1,MIX FRUTOS,192,20/11/2019,3,16029,SURQUILLO
536387,BLMF1,MIX FRUTOS,192,6/11/2018,3,16029,SURQUILLO
536387,BLMF1,MIX FRUTOS,192,19/09/2019,3,16029,SURQUILLO
536387,BLMF1,MIX FRUTOS,432,17/08/2019,3,16029,SURQUILLO
536387,BLGA1,GALLETA AVENA,432,13/07/2019,2,16029,SURQUILLO
536388,BLGA1,GALLETA AVENA,3,31/03/2019,2,16250,SURQUILLO
536388,BLGA1,GALLETA AVENA,3,14/03/2018,2,16250,SURQUILLO
536388,BLGA1,GALLETA AVENA,2,30/12/2019,2,16250,SURQUILLO
536388,BLMC1,MATE DE COCA,3,22/10/2019,5,16250,SURQUILLO
536388,BLMC1,MATE DE COCA,3,4/04/2018,5,16250,SURQUILLO
536388,BLP01,PROPOLEO,6,25/10/2019,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,1/06/2018,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,22/04/2019,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,1/11/2019,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,3/04/2018,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,22/03/2019,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,4,28/06/2018,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,18/06/2019,6,16250,JESUS MARIA
536388,BLP01,PROPOLEO,12,27/04/2019,6,16250,JESUS MARIA
536389,BLP01,PROPOLEO,6,13/01/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,8,6/10/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,12,8/09/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,6,5/04/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,4,8/10/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,6,26/03/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,3,5/12/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,2,3/11/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,4,14/03/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,4,3/09/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,2,3/11/2018,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,2,2/07/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,24,5/08/2019,6,12431,JESUS MARIA
536389,BLP01,PROPOLEO,24,24/12/2018,6,12431,JESUS MARIA
536390,BLP01,PROPOLEO,2,11/09/2018,6,17511,JESUS MARIA
536390,BLP01,PROPOLEO,12,19/07/2019,6,17511,JESUS MARIA
536390,BLP01,PROPOLEO,12,2/05/2018,6,17511,JESUS MARIA
536390,BLP01,PROPOLEO,48,22/05/2019,6,17511,JESUS MARIA
536390,BLP01,PROPOLEO,48,9/10/2018,6,17511,JESUS MARIA
536390,BLP01,PROPOLEO,8,24/09/2018,6,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,144,2/06/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,40,22/09/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,288,11/07/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,64,13/05/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,100,16/03/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,50,15/11/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,12,23/03/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,96,28/09/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,96,30/09/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,48,3/05/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,144,6/12/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,40,25/02/2019,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,24,11/01/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,24,23/12/2018,10,17511,JESUS MARIA
536390,BLSI1,SACHA INCHI,24,29/06/2019,10,17511,JESUS MARIA
536390,BLSV1,SNEAKER VEGANO,48,18/05/2018,4,17511,JESUS MARIA
536390,BLSV1,SNEAKER VEGANO,96,15/08/2019,4,17511,JESUS MARIA
536390,BLSV1,SNEAKER VEGANO,100,6/03/2019,4,17511,JESUS MARIA
C536391,BLSV1,SNEAKER VEGANO,-12,13/11/2018,4,17548,JESUS MARIA
C536391,BLSV1,SNEAKER VEGANO,-24,15/11/2018,4,17548,JESUS MARIA
C536391,BLSV1,SNEAKER VEGANO,-24,2/07/2018,4,17548,JESUS MARIA
C536391,BLSV1,SNEAKER VEGANO,-24,6/07/2018,4,17548,JESUS MARIA
C536391,BLCC1,CAMU CAMU,-12,7/12/2018,10,17548,JESUS MARIA
C536391,BLCC1,CAMU CAMU,-12,4/02/2018,10,17548,JESUS MARIA
C536391,BLCC1,CAMU CAMU,-24,24/02/2019,10,17548,JESUS MARIA
536392,BLCC1,CAMU CAMU,6,20/04/2019,10,13705,JESUS MARIA
536392,BLCC1,CAMU CAMU,4,25/03/2019,10,13705,JESUS MARIA
536392,BLSI1,SACHA INCHI,12,7/12/2018,10,13705,JESUS MARIA
536392,BLSI1,SACHA INCHI,12,23/12/2018,10,13705,JESUS MARIA
536392,BLSI1,SACHA INCHI,1,17/06/2018,10,13705,JESUS MARIA
536392,BLAI1,ARROZ INTEGRAL,12,5/07/2019,6,13705,LA MOLINA
536392,BLAI1,ARROZ INTEGRAL,12,30/03/2019,6,13705,LA MOLINA
536392,BLAI1,ARROZ INTEGRAL,4,16/10/2018,6,13705,LA MOLINA
536392,BLAI1,ARROZ INTEGRAL,16,28/08/2019,6,13705,LA MOLINA
536392,BLAI1,ARROZ INTEGRAL,24,18/06/2018,6,13705,LA MOLINA
536393,BLAI1,ARROZ INTEGRAL,8,26/04/2018,6,13747,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,24,9/03/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,96,15/11/2019,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,96,22/11/2019,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,96,18/02/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,96,28/04/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,12,2/05/2019,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,12,31/07/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,48,8/10/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,12,26/01/2019,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,32,18/04/2018,6,13408,LA MOLINA
536394,BLAI1,ARROZ INTEGRAL,20,14/01/2019,6,13408,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,11/09/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,32,29/06/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,24,16/01/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,24,21/10/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,24,5/09/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,2/03/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,6/10/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,4,25/10/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,17/04/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,1/06/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,17/02/2019,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,8,18/04/2018,6,13767,LA MOLINA
536395,BLAI1,ARROZ INTEGRAL,48,21/11/2018,6,13767,LA MOLINA
536395,BLP01,PROPOLEO,48,15/11/2019,6,13767,CERCADO
536396,BLP01,PROPOLEO,6,12/11/2019,6,17850,CERCADO
536396,BLP01,PROPOLEO,6,19/07/2018,6,17850,CERCADO
536396,BLP01,PROPOLEO,8,11/08/2018,6,17850,CERCADO
536396,BLP01,PROPOLEO,6,19/04/2018,6,17850,CERCADO
536396,BLP01,PROPOLEO,6,5/05/2019,6,17850,CERCADO
536396,BLAL1,ACEITE LINAZA,6,14/12/2018,9,17850,CERCADO
536396,BLBE1,BARRA ENERGETICA,6,7/03/2018,2,17850,LA MOLINA
536396,BLOJ1,OJUELAS,6,4/05/2018,3,17850,LA MOLINA
536396,BLOJ1,OJUELAS,6,3/02/2018,3,17850,LA MOLINA
536396,BLKZ1,KEKE ZANAHORIA,2,30/09/2019,5,17850,LA MOLINA
536396,BLKZ1,KEKE ZANAHORIA,4,18/03/2019,5,17850,LA MOLINA
536396,BLKG1,KEKE GUINDON,6,18/06/2018,5,17850,LA MOLINA
536396,BLKG1,KEKE GUINDON,12,21/11/2019,5,17850,LA MOLINA
536396,BLKG1,KEKE GUINDON,6,25/09/2018,5,17850,LA MOLINA
536396,BLKG1,KEKE GUINDON,6,4/07/2019,5,17850,LA MOLINA
536396,BLG01,GRANOLA,2,26/10/2018,6,17850,LA MOLINA
536396,BLG01,GRANOLA,2,18/03/2019,6,17850,LA MOLINA
536396,BLG01,GRANOLA,6,13/01/2018,6,17850,LA MOLINA
536397,BLG01,GRANOLA,12,11/11/2019,6,17924,LA MOLINA
536397,BLG01,GRANOLA,48,26/01/2018,6,17924,LA MOLINA
536398,BLG01,GRANOLA,24,27/07/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,6,5/04/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,4,14/10/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,8,5/05/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,6,6/06/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,2,25/03/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,12,7/12/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,12,18/12/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,12,30/10/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,12,18/07/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,12,12/04/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,6,27/11/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,4,6/08/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,8,21/01/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,9,27/01/2019,6,13448,LA MOLINA
536398,BLG01,GRANOLA,4,14/09/2018,6,13448,LA MOLINA
536398,BLG01,GRANOLA,9,9/02/2019,6,13448,LA MOLINA
536399,BLG01,GRANOLA,6,31/01/2019,6,17850,LA MOLINA
536399,BLG01,GRANOLA,6,2/11/2019,6,17850,LA MOLINA
536400,BLG01,GRANOLA,12,7/10/2019,6,13448,LA MOLINA
536401,BLG01,GRANOLA,1,30/10/2019,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,7/07/2018,6,15862,LA MOLINA
536401,BLG01,GRANOLA,2,1/06/2019,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,13/02/2018,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,30/01/2019,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,28/06/2019,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,4/01/2019,6,15862,LA MOLINA
536401,BLG01,GRANOLA,2,11/12/2018,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,8/02/2018,6,15862,LA MOLINA
536401,BLG01,GRANOLA,4,23/09/2018,6,15862,LA MOLINA
536401,BLG01,GRANOLA,1,18/07/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,31/01/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,2,3/05/2018,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,2,22/05/2018,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,2,6/01/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,28/09/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,21/10/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,26/12/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,3,22/03/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,22/09/2018,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,1,4/10/2019,6,15862,LA MOLINA
536401,BLP01,PROPOLEO,2,22/08/2018,6,15862,LA MOLINA
536401,BLAC1,ACEITE DE COCO,1,10/11/2018,9,15862,MAGDALENA
536401,BLAC1,ACEITE DE COCO,1,5/03/2019,9,15862,MAGDALENA
536401,BLC01,CACAO,1,10/10/2018,5,15862,MAGDALENA
536401,BLC01,CACAO,2,30/05/2018,5,15862,MAGDALENA
536401,BLC01,CACAO,4,19/10/2019,5,15862,MAGDALENA
536401,BLC01,CACAO,2,27/01/2019,5,15862,MAGDALENA
536401,BLC01,CACAO,1,17/12/2019,5,15862,MAGDALENA
536401,BLC01,CACAO,1,27/10/2019,5,15862,MAGDALENA
536401,BLC01,CACAO,1,2/05/2019,5,15862,MAGDALENA
