NRO_FACT,COD_PROD,DESC_PROD,CANTIDAD,FECHA_FACT,PRECIO_UNIT,COD_CLIENTE,DISTRITO
236244,BLKG1,KEKE GUINDON,1,9/01/2018,5,10162,SAN BORJA
236245,BLMA1,MIEL DE AVEJA,50,9/01/2018,8,10148,JESUS MARIA
236246,BLSI1,SACHA INCHI,12,9/01/2018,10,10161,JESUS MARIA
236247,BLSV1,SNEAKER VEGANO,1,10/01/2018,4,10193,JESUS MARIA
236248,BLSI1,SACHA INCHI,12,10/01/2018,10,10125,SAN BORJA
236249,BLSI1,SACHA INCHI,1,10/01/2018,10,10208,SAN JUAN DE LURIGANCHO
236250,BLP01,PROPOLEO,1,10/01/2018,6,10091,LA MOLINA
236251,BLSV1,SNEAKER VEGANO,12,10/01/2018,4,10065,PUEBLO LIBRE
236252,BLP01,PROPOLEO,24,10/01/2018,6,10153,JESUS MARIA
236253,BLAI1,ARROZ INTEGRAL,2,10/01/2018,6,10092,JESUS MARIA
236254,BLAI1,ARROZ INTEGRAL,8,10/01/2018,6,10105,JESUS MARIA
236255,BLG01,GRANOLA,2,10/01/2018,6,10182,SAN BORJA
236256,BLMC1,MATE DE COCA,4,10/01/2018,5,10017,MIRAFLORES
236257,BLCC1,CAMU CAMU,2,10/01/2018,10,10220,CERCADO
236258,BLAL1,ACEITE LINAZA,4,10/01/2018,9,10111,JESUS MARIA
236259,BLSI1,SACHA INCHI,24,11/01/2018,10,10139,JESUS MARIA
236260,BLSV1,SNEAKER VEGANO,1,11/01/2018,4,10032,LA MOLINA
236261,BLAM1,ALFAJOR MATCHCA,4,11/01/2018,6,10232,LA MOLINA
236262,BLKZ1,KEKE ZANAHORIA,2,11/01/2018,5,10047,LA MOLINA
236263,BLSV1,SNEAKER VEGANO,1,11/01/2018,4,10023,PUEBLO LIBRE
236264,BLSI1,SACHA INCHI,2,11/01/2018,10,10234,JESUS MARIA
236265,BLMA1,MIEL DE AVEJA,3,11/01/2018,8,10012,BARRANCO
236266,BLMA1,MIEL DE AVEJA,20,11/01/2018,8,10004,JESUS MARIA
236267,BLMC1,MATE DE COCA,2,11/01/2018,5,10225,MIRAFLORES
236268,BLSI1,SACHA INCHI,1,11/01/2018,10,10001,LA MOLINA
236269,BLCC1,CAMU CAMU,1,11/01/2018,10,10100,CERCADO
236270,BLG01,GRANOLA,2,11/01/2018,6,10109,JESUS MARIA
236271,BLG01,GRANOLA,12,11/01/2018,6,10172,JESUS MARIA
236272,BLSI1,SACHA INCHI,1,12/01/2018,10,10028,SAN BORJA
236273,BLMA1,MIEL DE AVEJA,10,12/01/2018,8,10244,JESUS MARIA
236274,BLMA1,MIEL DE AVEJA,1,12/01/2018,8,10204,JESUS MARIA
236275,BLAI1,ARROZ INTEGRAL,1,12/01/2018,6,10016,SAN JUAN DE MIRAFLORES
236276,BLAI1,ARROZ INTEGRAL,36,12/01/2018,6,10118,SAN MARTIN
236277,BLMC1,MATE DE COCA,2,12/01/2018,5,10138,BARRANCO
236278,BLMF1,MIX FRUTOS,1,12/01/2018,3,10225,JESUS MARIA
236279,BLSI1,SACHA INCHI,2,12/01/2018,10,10249,JESUS MARIA
236280,BLSI1,SACHA INCHI,3,12/01/2018,10,10130,SAN BORJA
236281,BLP01,PROPOLEO,4,12/01/2018,6,10126,LA MOLINA
236282,BLGA1,GALLETA AVENA,3,12/01/2018,2,10181,BARRANCO
236283,BLCC1,CAMU CAMU,6,12/01/2018,10,10087,JESUS MARIA
236284,BLSI1,SACHA INCHI,1,12/01/2018,10,10038,LOS OLIVOS
236285,BLG01,GRANOLA,10,12/01/2018,6,10164,SAN BORJA
236286,BLSI1,SACHA INCHI,4,12/01/2018,10,10215,JESUS MARIA
236287,BLSV1,SNEAKER VEGANO,1,12/01/2018,4,10163,JESUS MARIA
236288,BLSV1,SNEAKER VEGANO,1,12/01/2018,4,10171,BREÑA
236289,BLSI1,SACHA INCHI,1,12/01/2018,10,10249,BREÑA
236290,BLMF1,MIX FRUTOS,10,12/01/2018,3,10147,SAN ISIDRO
236291,BLSI1,SACHA INCHI,1,12/01/2018,10,10240,PUEBLO LIBRE
236292,BLG01,GRANOLA,6,13/01/2018,6,10038,LA MOLINA
236293,BLMF1,MIX FRUTOS,2,13/01/2018,3,10240,SAN MARTIN
236294,BLSV1,SNEAKER VEGANO,2,13/01/2018,4,10026,JESUS MARIA
236295,BLP01,PROPOLEO,1,13/01/2018,6,10190,LA MOLINA
236296,BLC01,CACAO,1,13/01/2018,5,10044,JESUS MARIA
236297,BLSV1,SNEAKER VEGANO,1,13/01/2018,4,10040,JESUS MARIA
236298,BLMF1,MIX FRUTOS,6,13/01/2018,3,10242,BARRANCO
236299,BLCC1,CAMU CAMU,2,13/01/2018,10,10146,PUEBLO LIBRE
236300,BLAI1,ARROZ INTEGRAL,1,13/01/2018,6,10025,SAN BORJA
236301,BLP01,PROPOLEO,12,13/01/2018,6,10133,JESUS MARIA
236302,BLSV1,SNEAKER VEGANO,2,13/01/2018,4,10096,JESUS MARIA
236303,BLAI1,ARROZ INTEGRAL,6,13/01/2018,6,10155,MIRAFLORES
236304,BLSI1,SACHA INCHI,8,13/01/2018,10,10151,CERCADO
236305,BLKG1,KEKE GUINDON,6,13/01/2018,5,10037,SAN BORJA
236306,BLAI1,ARROZ INTEGRAL,12,13/01/2018,6,10161,JESUS MARIA
236307,BLG01,GRANOLA,3,13/01/2018,6,10038,JESUS MARIA
236308,BLC01,QUINUA,1,13/01/2018,6,10033,JESUS MARIA
236309,BLAI1,ARROZ INTEGRAL,2,13/01/2018,6,10102,SAN MARTIN
236310,BLBQ1,BOL QUINUA,1,13/01/2018,2,10161,BARRANCO
236311,BLSI1,SACHA INCHI,12,13/01/2018,10,10117,JESUS MARIA
236312,BLG01,GRANOLA,6,13/01/2018,6,10023,CERCADO
236313,BLSI1,SACHA INCHI,5,13/01/2018,10,10133,VILLA EL SALVADOR
236314,BLMA1,MIEL DE AVEJA,6,13/01/2018,8,10102,JESUS MARIA
236315,BLSI1,SACHA INCHI,1,14/01/2018,10,10211,SAN BORJA
236316,BLMC1,MATE DE COCA,1,14/01/2018,5,10043,SURQUILLO
236317,BLP01,PROPOLEO,6,14/01/2018,6,10014,JESUS MARIA
236318,BLMC1,MATE DE COCA,1,14/01/2018,5,10180,SAN BORJA
236319,BLMA1,MIEL DE AVEJA,2,14/01/2018,8,10192,JESUS MARIA
236320,BLAL1,ACEITE LINAZA,128,14/01/2018,9,10087,JESUS MARIA
236321,BLG01,GRANOLA,3,14/01/2018,6,10220,PUEBLO LIBRE
236322,BLMA1,MIEL DE AVEJA,12,14/01/2018,8,10120,JESUS MARIA
236323,BLAI1,ARROZ INTEGRAL,24,14/01/2018,6,10122,JESUS MARIA
236324,BLSI1,SACHA INCHI,2,14/01/2018,10,10094,LINCE
236325,BLP01,PROPOLEO,1,14/01/2018,6,10146,SAN BORJA
236326,BLSV1,SNEAKER VEGANO,10,14/01/2018,4,10203,JESUS MARIA
236327,BLSI1,SACHA INCHI,1,14/01/2018,10,10191,JESUS MARIA
236328,BLSI1,SACHA INCHI,3,14/01/2018,10,10068,PUEBLO LIBRE
236329,BLAL1,ACEITE LINAZA,1,14/01/2018,9,10162,LA MOLINA
236330,BLBE1,BARRA ENERGETICA,1,14/01/2018,2,10036,SAN BORJA
236331,BLG01,GRANOLA,1,14/01/2018,6,10056,SAN BORJA
236332,BLKZ1,KEKE ZANAHORIA,1,14/01/2018,5,10188,MIRAFLORES
236333,BLCC1,CAMU CAMU,3,15/01/2018,10,10103,SAN JUAN DE LURIGANCHO
236334,BLKG1,KEKE GUINDON,8,15/01/2018,5,10043,LA MOLINA
236335,BLCC1,CAMU CAMU,12,15/01/2018,10,10180,SAN JUAN DE LURIGANCHO
236336,BLG01,GRANOLA,6,15/01/2018,6,10046,JESUS MARIA
236337,BLMF1,MIX FRUTOS,3,15/01/2018,3,10080,JESUS MARIA
236338,BLSI1,SACHA INCHI,12,15/01/2018,10,10123,JESUS MARIA
236339,BLAI1,ARROZ INTEGRAL,8,15/01/2018,6,10169,LA MOLINA
236340,BLG01,GRANOLA,4,15/01/2018,6,10211,LA MOLINA
236341,BLSI1,SACHA INCHI,1,15/01/2018,10,10187,JESUS MARIA
236342,BLSV1,SNEAKER VEGANO,6,15/01/2018,4,10207,LA MOLINA
236343,BLG01,GRANOLA,1,15/01/2018,6,10112,LA MOLINA
236344,BLSV1,SNEAKER VEGANO,2,15/01/2018,4,10186,JESUS MARIA
236345,BLSV1,SNEAKER VEGANO,1,15/01/2018,4,10027,JESUS MARIA
236346,BLSV1,SNEAKER VEGANO,2,15/01/2018,4,10170,JESUS MARIA
236347,BLAI1,ARROZ INTEGRAL,6,15/01/2018,6,10247,SAN LUIS
236348,BLAI1,ARROZ INTEGRAL,24,16/01/2018,6,10236,LA MOLINA
236349,BLAL1,ACEITE LINAZA,15,16/01/2018,9,10218,LA MOLINA
236350,BLMA1,MIEL DE AVEJA,6,16/01/2018,8,10150,BARRANCO
236351,BLOJ1,OJUELAS,3,16/01/2018,3,10192,JESUS MARIA
236352,BLSI1,SACHA INCHI,12,16/01/2018,10,10176,LINCE
236353,BLSV1,SNEAKER VEGANO,1,16/01/2018,4,10205,JESUS MARIA
236354,BLSV1,SNEAKER VEGANO,24,16/01/2018,4,10225,LA MOLINA
236355,BLSI1,SACHA INCHI,24,16/01/2018,10,10143,JESUS MARIA
236356,BLSV1,SNEAKER VEGANO,1,16/01/2018,4,10045,JESUS MARIA
236357,BLSI1,SACHA INCHI,1,16/01/2018,10,10191,CERCADO
236358,BLG01,GRANOLA,24,16/01/2018,6,10237,JESUS MARIA
236359,BLG01,GRANOLA,4,17/01/2018,6,10162,JESUS MARIA
236360,BLP01,PROPOLEO,12,17/01/2018,6,10176,JESUS MARIA
236361,BLMF1,MIX FRUTOS,3,17/01/2018,3,10074,SAN BORJA
236362,BLSI1,SACHA INCHI,1,17/01/2018,10,10177,JESUS MARIA
236363,BLG01,GRANOLA,2,17/01/2018,6,10040,CERCADO
236364,BLP01,PROPOLEO,1,17/01/2018,6,10198,SAN BORJA
236365,BLSV1,SNEAKER VEGANO,4,17/01/2018,4,10065,JESUS MARIA
236366,BLCC1,CAMU CAMU,2,17/01/2018,10,10144,LA MOLINA
236367,BLAI1,ARROZ INTEGRAL,3,17/01/2018,6,10077,SAN ISIDRO
236368,BLMF1,MIX FRUTOS,1,17/01/2018,3,10052,SURQUILLO
236369,BLMF1,MIX FRUTOS,2,17/01/2018,3,10104,SURQUILLO
236370,BLAC1,ACEITE DE COCO,3,17/01/2018,9,10239,MAGDALENA
236371,BLMF1,MIX FRUTOS,1,17/01/2018,3,10132,SAN BORJA
236372,BLSV1,SNEAKER VEGANO,36,17/01/2018,4,10217,SAN BORJA
236373,BLCC1,CAMU CAMU,1,17/01/2018,10,10048,LA MOLINA
236374,BLP01,PROPOLEO,12,17/01/2018,6,10081,JESUS MARIA
236375,BLP01,PROPOLEO,2,18/01/2018,6,10060,JESUS MARIA
236376,BLMF1,MIX FRUTOS,12,18/01/2018,3,10250,SAN ISIDRO
236377,BLSI1,SACHA INCHI,6,18/01/2018,10,10137,LOS OLIVOS
236378,BLAI1,ARROZ INTEGRAL,1,18/01/2018,6,10209,JESUS MARIA
236379,BLSI1,SACHA INCHI,100,18/01/2018,10,10102,JESUS MARIA
236380,BLAI1,ARROZ INTEGRAL,3,18/01/2018,6,10203,SURQUILLO
236381,BLG01,GRANOLA,1,18/01/2018,6,10138,JESUS MARIA
236382,BLAI1,ARROZ INTEGRAL,3,18/01/2018,6,10103,SAN LUIS
236383,BLG01,GRANOLA,12,18/01/2018,6,10076,JESUS MARIA
236384,BLSI1,SACHA INCHI,1,19/01/2018,10,10208,JESUS MARIA
236385,BLKG1,KEKE GUINDON,6,19/01/2018,5,10218,LA MOLINA
236386,BLG01,GRANOLA,24,19/01/2018,6,10057,LA MOLINA
236387,BLSI1,SACHA INCHI,1,19/01/2018,10,10127,JESUS MARIA
236388,BLSI1,SACHA INCHI,12,19/01/2018,10,10087,SAN BORJA
236389,BLSI1,SACHA INCHI,24,19/01/2018,10,10020,VILLA EL SALVADOR
236390,BLSI1,SACHA INCHI,1,19/01/2018,10,10043,JESUS MARIA
236391,BLG01,GRANOLA,10,19/01/2018,6,10206,CERCADO
236392,BLSI1,SACHA INCHI,6,19/01/2018,10,10166,JESUS MARIA
236393,BLSI1,SACHA INCHI,3,19/01/2018,10,10128,JESUS MARIA
236394,BLMF1,MIX FRUTOS,1,19/01/2018,3,10221,SAN MARTIN
236395,BLG01,GRANOLA,1,19/01/2018,6,10250,SAN BORJA
236396,BLAI1,ARROZ INTEGRAL,1,20/01/2018,6,10061,SAN BORJA
236397,BLG01,GRANOLA,10,20/01/2018,6,10055,LA MOLINA
236398,BLKG1,KEKE GUINDON,6,20/01/2018,5,10157,JESUS MARIA
236399,BLKZ1,KEKE ZANAHORIA,48,20/01/2018,5,10075,JESUS MARIA
236400,BLMF1,MIX FRUTOS,1,20/01/2018,3,10052,SAN BORJA
236401,BLC01,QUINUA,1,20/01/2018,6,10235,JESUS MARIA
236402,BLSI1,SACHA INCHI,1,20/01/2018,10,10008,LA MOLINA
236403,BLSI1,SACHA INCHI,2,20/01/2018,10,10218,BREÑA
236404,BLA01,ALGARROBINA,1,20/01/2018,8,10225,SAN BORJA
236405,BLKG1,KEKE GUINDON,4,20/01/2018,5,10215,JESUS MARIA
236406,BLG01,GRANOLA,8,21/01/2018,6,10195,LA MOLINA
236407,BLMF1,MIX FRUTOS,6,21/01/2018,3,10167,JESUS MARIA
236408,BLMA1,MIEL DE AVEJA,1,21/01/2018,8,10233,JESUS MARIA
236409,BLBE1,BARRA ENERGETICA,3,21/01/2018,2,10006,JESUS MARIA
236410,BLAL1,ACEITE LINAZA,2,21/01/2018,9,10231,PUEBLO LIBRE
236411,BLCC1,CAMU CAMU,24,21/01/2018,10,10146,BREÑA
236412,BLP01,PROPOLEO,2,21/01/2018,6,10063,SAN BORJA
236413,BLAI1,ARROZ INTEGRAL,1,21/01/2018,6,10147,JESUS MARIA
236414,BLP01,PROPOLEO,1,21/01/2018,6,10168,JESUS MARIA
236415,BLSI1,SACHA INCHI,1,21/01/2018,10,10114,JESUS MARIA
236416,BLBE1,BARRA ENERGETICA,1,21/01/2018,2,10108,JESUS MARIA
236417,BLAL1,ACEITE LINAZA,12,21/01/2018,9,10070,JESUS MARIA
236418,BLSI1,SACHA INCHI,1,21/01/2018,10,10058,BREÑA
236419,BLP01,PROPOLEO,1,21/01/2018,6,10244,JESUS MARIA
236420,BLSI1,SACHA INCHI,4,22/01/2018,10,10077,LINCE
236421,BLKG1,KEKE GUINDON,40,22/01/2018,5,10188,LA MOLINA
236422,BLSI1,SACHA INCHI,2,22/01/2018,10,10183,JESUS MARIA
236423,BLMA1,MIEL DE AVEJA,1,22/01/2018,8,10223,SAN MARTIN
236424,BLSI1,SACHA INCHI,24,22/01/2018,10,10106,LA MOLINA
236425,BLAL1,ACEITE LINAZA,8,22/01/2018,9,10127,JESUS MARIA
236426,BLKG1,KEKE GUINDON,10,22/01/2018,5,10023,JESUS MARIA
236427,BLP01,PROPOLEO,1,22/01/2018,6,10237,JESUS MARIA
236428,BLC01,QUINUA,1,22/01/2018,6,10018,OTROS
236429,BLSI1,SACHA INCHI,1,22/01/2018,10,10159,JESUS MARIA
236430,BLP01,PROPOLEO,1,22/01/2018,6,10110,JESUS MARIA
236431,BLMF1,MIX FRUTOS,1,22/01/2018,3,10003,SAN BORJA
236432,BLSI1,SACHA INCHI,2,22/01/2018,10,10043,JESUS MARIA
236433,BLG01,GRANOLA,5,22/01/2018,6,10025,CERCADO
236434,BLSV1,SNEAKER VEGANO,1,22/01/2018,4,10172,PUEBLO LIBRE
236435,BLG01,GRANOLA,3,22/01/2018,6,10051,JESUS MARIA
236436,BLC01,QUINUA,12,23/01/2018,6,10233,LINCE
236437,BLAI1,ARROZ INTEGRAL,1,23/01/2018,6,10148,LA MOLINA
236438,BLKZ1,KEKE ZANAHORIA,2,23/01/2018,5,10158,LA MOLINA
236439,BLG01,GRANOLA,1,23/01/2018,6,10209,JESUS MARIA
236440,BLC01,CACAO,3,23/01/2018,5,10160,MAGDALENA
236441,BLSI1,SACHA INCHI,1,23/01/2018,10,10160,LINCE
236442,BLG01,GRANOLA,1,23/01/2018,6,10056,SAN JUAN DE LURIGANCHO
236443,BLOJ1,OJUELAS,12,23/01/2018,3,10112,JESUS MARIA
236444,BLSI1,SACHA INCHI,2,23/01/2018,10,10232,JESUS MARIA
236445,BLP01,PROPOLEO,12,24/01/2018,6,10036,CERCADO
236446,BLMF1,MIX FRUTOS,1,24/01/2018,3,10128,JESUS MARIA
236447,BLG01,GRANOLA,2,24/01/2018,6,10011,SAN BORJA
236448,BLSI1,SACHA INCHI,6,24/01/2018,10,10027,LA VICTORIA
236449,BLCC1,CAMU CAMU,1,24/01/2018,10,10100,CERCADO
236450,BLMF1,MIX FRUTOS,1,24/01/2018,3,10018,MIRAFLORES
236451,BLKG1,KEKE GUINDON,1,24/01/2018,5,10155,JESUS MARIA
236452,BLAI1,ARROZ INTEGRAL,12,24/01/2018,6,10168,JESUS MARIA
236453,BLSI1,SACHA INCHI,1,24/01/2018,10,10016,SAN BORJA
236454,BLP01,PROPOLEO,2,24/01/2018,6,10018,JESUS MARIA
236455,BLMF1,MIX FRUTOS,2,24/01/2018,3,10024,SAN BORJA
236456,BLP01,PROPOLEO,3,24/01/2018,6,10188,LA MOLINA
236457,BLAL1,ACEITE LINAZA,2,24/01/2018,9,10241,LA MOLINA
236458,BLA01,ALGARROBINA,8,24/01/2018,8,10217,JESUS MARIA
236459,BLSI1,SACHA INCHI,1,24/01/2018,10,10152,JESUS MARIA
236460,BLSI1,SACHA INCHI,6,24/01/2018,10,10180,JESUS MARIA
236461,BLMA1,MIEL DE AVEJA,12,25/01/2018,8,10144,JESUS MARIA
236462,BLMF1,MIX FRUTOS,6,25/01/2018,3,10078,JESUS MARIA
236463,BLMF1,MIX FRUTOS,1,25/01/2018,3,10016,SAN BORJA
236464,BLMA1,MIEL DE AVEJA,1,25/01/2018,8,10063,SAN BORJA
236465,BLSI1,SACHA INCHI,1,25/01/2018,10,10023,JESUS MARIA
236466,BLS01,SABILA,1,25/01/2018,5,10041,JESUS MARIA
236467,BLKG1,KEKE GUINDON,1,25/01/2018,5,10069,CERCADO
236468,BLAI1,ARROZ INTEGRAL,1,25/01/2018,6,10248,SAN JUAN DE MIRAFLORES
236469,BLSI1,SACHA INCHI,-1,25/01/2018,10,10111,JESUS MARIA
236470,BLSI1,SACHA INCHI,4,25/01/2018,10,10019,LINCE
236471,BLSI1,SACHA INCHI,1,25/01/2018,10,10036,JESUS MARIA
236472,BLG01,GRANOLA,1,25/01/2018,6,10249,SAN BORJA
236473,BLG01,GRANOLA,48,26/01/2018,6,10076,LA MOLINA
236474,BLP01,PROPOLEO,-6,26/01/2018,6,10181,SAN BORJA
236475,BLG01,GRANOLA,2,26/01/2018,6,10086,PUEBLO LIBRE
236476,BLBE1,BARRA ENERGETICA,1,26/01/2018,2,10023,JESUS MARIA
236477,BLG01,GRANOLA,1,26/01/2018,6,10020,LA MOLINA
236478,BLSV1,SNEAKER VEGANO,12,26/01/2018,4,10075,SAN BORJA
